기준_년_분기_코드,상권_코드,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
2020_1,1001496,HH,정체,118,61,110,54
2020_1,1001495,LL,다이나믹,103,53,110,54
2020_1,1001494,HH,정체,147,71,110,54
2020_1,1001493,HH,정체,119,61,110,54
2020_1,1001492,HH,정체,147,62,110,54
2020_1,1001491,HH,정체,119,60,110,54
2020_1,1001490,HL,상권축소,115,47,110,54
2020_1,1001489,HL,상권축소,128,46,110,54
2020_1,1001488,LL,다이나믹,99,46,110,54
2020_1,1001487,HH,정체,174,74,110,54
2020_1,1001486,HH,정체,162,99,110,54
2020_1,1001485,LL,다이나믹,98,46,110,54
2020_1,1001484,HH,정체,111,57,110,54
2020_1,1001483,LL,다이나믹,102,53,110,54
2020_1,1001482,HH,정체,117,62,110,54
2020_1,1001481,HL,상권축소,124,50,110,54
2020_1,1001480,LL,다이나믹,109,53,110,54
2020_1,1001479,LL,다이나믹,98,52,110,54
2020_1,1001478,LL,다이나믹,108,52,110,54
2020_1,1001477,HH,정체,129,57,110,54
2020_1,1001476,HL,상권축소,118,48,110,54
2020_1,1001475,LL,다이나믹,86,51,110,54
2020_1,1001474,HH,정체,128,56,110,54
2020_1,1001473,HH,정체,129,69,110,54
2020_1,1001472,HH,정체,117,56,110,54
2020_1,1001471,LL,다이나믹,104,50,110,54
2020_1,1001470,LH,상권확장,95,57,110,54
2020_1,1001469,HH,정체,118,55,110,54
2020_1,1001468,HL,상권축소,134,50,110,54
2020_1,1001467,LH,상권확장,106,77,110,54
2020_1,1001466,LH,상권확장,103,54,110,54
2020_1,1001465,HH,정체,177,87,110,54
2020_1,1001464,HH,정체,139,67,110,54
2020_1,1001463,HL,상권축소,135,52,110,54
2020_1,1001462,LL,다이나믹,102,52,110,54
2020_1,1001461,HL,상권축소,112,41,110,54
2020_1,1001460,HL,상권축소,113,52,110,54
2020_1,1001459,HL,상권축소,115,53,110,54
2020_1,1001458,LH,상권확장,107,54,110,54
2020_1,1001457,HH,정체,148,68,110,54
2020_1,1001456,HH,정체,137,60,110,54
2020_1,1001455,HL,상권축소,131,53,110,54
2020_1,1001454,HH,정체,122,60,110,54
2020_1,1001453,LL,다이나믹,61,46,110,54
2020_1,1001452,HH,정체,152,56,110,54
2020_1,1001451,HH,정체,126,56,110,54
2020_1,1001450,HL,상권축소,122,49,110,54
2020_1,1001449,HH,정체,124,57,110,54
2020_1,1001448,LH,상권확장,109,56,110,54
2020_1,1001447,HH,정체,136,57,110,54
2020_1,1001446,HL,상권축소,120,47,110,54
2020_1,1001445,HH,정체,217,62,110,54
2020_1,1001444,LH,상권확장,97,55,110,54
2020_1,1001443,LH,상권확장,102,60,110,54
2020_1,1001442,HH,정체,168,64,110,54
2020_1,1001441,HH,정체,175,63,110,54
2020_1,1001440,LH,상권확장,85,57,110,54
2020_1,1001439,LH,상권확장,103,58,110,54
2020_1,1001438,LH,상권확장,110,58,110,54
2020_1,1001437,LH,상권확장,108,65,110,54
2020_1,1001436,HH,정체,173,85,110,54
2020_1,1001435,HH,정체,151,71,110,54
2020_1,1001434,HH,정체,184,103,110,54
2020_1,1001433,HH,정체,135,83,110,54
2020_1,1001432,LH,상권확장,106,75,110,54
2020_1,1001431,HH,정체,126,85,110,54
2020_1,1001430,HH,정체,117,58,110,54
2020_1,1001429,LH,상권확장,100,59,110,54
2020_1,1001428,LH,상권확장,84,76,110,54
2020_1,1001427,HH,정체,110,59,110,54
2020_1,1001426,HH,정체,140,81,110,54
2020_1,1001425,HL,상권축소,292,0,110,54
2020_1,1001424,HL,상권축소,120,50,110,54
2020_1,1001423,HH,정체,133,91,110,54
2020_1,1001422,HH,정체,134,59,110,54
2020_1,1001421,HH,정체,135,57,110,54
2020_1,1001420,HH,정체,133,58,110,54
2020_1,1001419,HH,정체,123,61,110,54
2020_1,1001418,HH,정체,121,55,110,54
2020_1,1001417,HH,정체,113,58,110,54
2020_1,1001416,HH,정체,138,57,110,54
2020_1,1001415,HL,상권축소,123,49,110,54
2020_1,1001414,HH,정체,114,59,110,54
2020_1,1001413,LH,상권확장,105,55,110,54
2020_1,1001412,HH,정체,136,55,110,54
2020_1,1001411,HL,상권축소,111,51,110,54
2020_1,1001410,HL,상권축소,135,51,110,54
2020_1,1001409,HH,정체,132,56,110,54
2020_1,1001408,LL,다이나믹,94,44,110,54
2020_1,1001407,LH,상권확장,93,72,110,54
2020_1,1001406,LH,상권확장,102,54,110,54
2020_1,1001405,HH,정체,152,65,110,54
2020_1,1001404,HL,상권축소,126,53,110,54
2020_1,1001403,LH,상권확장,95,55,110,54
2020_1,1001402,HH,정체,135,61,110,54
2020_1,1001401,HL,상권축소,153,51,110,54
2020_1,1001400,HL,상권축소,149,41,110,54
2020_1,1001399,HL,상권축소,131,49,110,54
2020_1,1001398,LL,다이나믹,102,51,110,54
2020_1,1001397,HL,상권축소,112,51,110,54
2020_1,1001396,LL,다이나믹,105,48,110,54
2020_1,1001395,HL,상권축소,116,50,110,54
2020_1,1001394,HL,상권축소,122,53,110,54
2020_1,1001393,HH,정체,138,74,110,54
2020_1,1001392,LL,다이나믹,98,47,110,54
2020_1,1001391,LL,다이나믹,110,54,110,54
2020_1,1001390,LH,상권확장,88,56,110,54
2020_1,1001389,LH,상권확장,104,59,110,54
2020_1,1001388,HH,정체,111,55,110,54
2020_1,1001387,HL,상권축소,111,42,110,54
2020_1,1001386,HL,상권축소,143,48,110,54
2020_1,1001385,HH,정체,129,63,110,54
2020_1,1001384,HH,정체,152,55,110,54
2020_1,1001383,HH,정체,144,57,110,54
2020_1,1001382,HH,정체,119,92,110,54
2020_1,1001381,HH,정체,165,119,110,54
2020_1,1001380,HL,상권축소,112,46,110,54
2020_1,1001379,HH,정체,153,89,110,54
2020_1,1001378,HH,정체,129,71,110,54
2020_1,1001377,HH,정체,130,61,110,54
2020_1,1001376,HH,정체,185,76,110,54
2020_1,1001375,HH,정체,139,57,110,54
2020_1,1001374,LH,상권확장,110,60,110,54
2020_1,1001373,HH,정체,127,69,110,54
2020_1,1001372,LH,상권확장,93,74,110,54
2020_1,1001371,LH,상권확장,100,62,110,54
2020_1,1001370,HL,상권축소,147,49,110,54
2020_1,1001369,LH,상권확장,54,68,110,54
2020_1,1001368,HH,정체,122,55,110,54
2020_1,1001367,LL,다이나믹,110,43,110,54
2020_1,1001366,HH,정체,225,98,110,54
2020_1,1001365,HH,정체,131,55,110,54
2020_1,1001364,HL,상권축소,113,49,110,54
2020_1,1001363,LH,상권확장,108,56,110,54
2020_1,1001362,LL,다이나믹,93,52,110,54
2020_1,1001361,LL,다이나믹,102,46,110,54
2020_1,1001360,HL,상권축소,118,49,110,54
2020_1,1001359,HH,정체,122,54,110,54
2020_1,1001358,HL,상권축소,135,51,110,54
2020_1,1001357,HH,정체,114,62,110,54
2020_1,1001356,HH,정체,118,64,110,54
2020_1,1001355,HH,정체,140,68,110,54
2020_1,1001354,LH,상권확장,93,55,110,54
2020_1,1001353,HH,정체,138,64,110,54
2020_1,1001352,HL,상권축소,111,52,110,54
2020_1,1001351,LH,상권확장,107,61,110,54
2020_1,1001350,HH,정체,127,67,110,54
2020_1,1001349,LL,다이나믹,94,47,110,54
2020_1,1001348,HL,상권축소,120,49,110,54
2020_1,1001347,HL,상권축소,110,48,110,54
2020_1,1001346,HL,상권축소,127,53,110,54
2020_1,1001345,HH,정체,199,57,110,54
2020_1,1001344,HH,정체,188,86,110,54
2020_1,1001343,HH,정체,125,69,110,54
2020_1,1001342,LL,다이나믹,103,53,110,54
2020_1,1001341,HH,정체,149,66,110,54
2020_1,1001340,HH,정체,133,62,110,54
2020_1,1001339,HH,정체,118,58,110,54
2020_1,1001338,HH,정체,119,60,110,54
2020_1,1001337,HH,정체,130,62,110,54
2020_1,1001336,HH,정체,123,55,110,54
2020_1,1001335,LH,상권확장,102,54,110,54
2020_1,1001334,HH,정체,111,56,110,54
2020_1,1001333,LH,상권확장,98,55,110,54
2020_1,1001332,HL,상권축소,111,50,110,54
2020_1,1001331,HL,상권축소,126,50,110,54
2020_1,1001330,HL,상권축소,111,50,110,54
2020_1,1001329,HH,정체,112,54,110,54
2020_1,1001328,HL,상권축소,134,54,110,54
2020_1,1001327,HL,상권축소,122,47,110,54
2020_1,1001326,HH,정체,117,54,110,54
2020_1,1001325,HH,정체,134,70,110,54
2020_1,1001324,HH,정체,135,55,110,54
2020_1,1001323,LL,다이나믹,107,46,110,54
2020_1,1001322,HH,정체,148,78,110,54
2020_1,1001321,HH,정체,153,57,110,54
2020_1,1001320,HH,정체,153,60,110,54
2020_1,1001319,HH,정체,134,100,110,54
2020_1,1001318,HH,정체,153,79,110,54
2020_1,1001317,HH,정체,147,93,110,54
2020_1,1001316,HH,정체,145,68,110,54
2020_1,1001315,HH,정체,172,157,110,54
2020_1,1001314,HH,정체,171,111,110,54
2020_1,1001313,HH,정체,172,100,110,54
2020_1,1001312,HL,상권축소,138,35,110,54
2020_1,1001311,HH,정체,339,192,110,54
2020_1,1001310,HH,정체,246,89,110,54
2020_1,1001309,HH,정체,122,56,110,54
2020_1,1001308,LH,상권확장,106,57,110,54
2020_1,1001307,HL,상권축소,123,52,110,54
2020_1,1001306,HL,상권축소,140,51,110,54
2020_1,1001305,HH,정체,192,56,110,54
2020_1,1001304,HL,상권축소,125,53,110,54
2020_1,1001303,HH,정체,157,66,110,54
2020_1,1001302,HH,정체,118,55,110,54
2020_1,1001301,HL,상권축소,119,51,110,54
2020_1,1001300,LL,다이나믹,92,50,110,54
2020_1,1001299,HL,상권축소,129,50,110,54
2020_1,1001298,LL,다이나믹,108,49,110,54
2020_1,1001297,HH,정체,119,59,110,54
2020_1,1001296,HH,정체,140,64,110,54
2020_1,1001295,HH,정체,111,56,110,54
2020_1,1001294,HH,정체,146,96,110,54
2020_1,1001293,HH,정체,151,80,110,54
2020_1,1001292,HH,정체,161,62,110,54
2020_1,1001291,HH,정체,142,78,110,54
2020_1,1001290,HH,정체,124,61,110,54
2020_1,1001289,HH,정체,133,56,110,54
2020_1,1001288,HH,정체,126,65,110,54
2020_1,1001287,LH,상권확장,83,63,110,54
2020_1,1001286,LH,상권확장,96,62,110,54
2020_1,1001285,LH,상권확장,106,65,110,54
2020_1,1001284,HH,정체,142,83,110,54
2020_1,1001283,HH,정체,115,55,110,54
2020_1,1001282,HH,정체,122,62,110,54
2020_1,1001281,LH,상권확장,99,67,110,54
2020_1,1001280,LH,상권확장,99,64,110,54
2020_1,1001279,HH,정체,120,68,110,54
2020_1,1001278,HH,정체,116,94,110,54
2020_1,1001277,HH,정체,171,77,110,54
2020_1,1001276,HH,정체,136,54,110,54
2020_1,1001275,HH,정체,145,55,110,54
2020_1,1001274,HH,정체,146,85,110,54
2020_1,1001273,HH,정체,151,68,110,54
2020_1,1001272,HL,상권축소,235,33,110,54
2020_1,1001271,HL,상권축소,112,53,110,54
2020_1,1001270,HH,정체,139,59,110,54
2020_1,1001269,LL,다이나믹,90,51,110,54
2020_1,1001268,HH,정체,133,83,110,54
2020_1,1001267,HH,정체,147,73,110,54
2020_1,1001266,HH,정체,138,77,110,54
2020_1,1001265,HH,정체,192,100,110,54
2020_1,1001264,HH,정체,126,59,110,54
2020_1,1001263,LL,다이나믹,96,48,110,54
2020_1,1001262,HL,상권축소,118,46,110,54
2020_1,1001261,LL,다이나믹,108,49,110,54
2020_1,1001260,HL,상권축소,112,51,110,54
2020_1,1001259,LL,다이나믹,108,52,110,54
2020_1,1001258,LL,다이나믹,91,51,110,54
2020_1,1001257,LL,다이나믹,99,50,110,54
2020_1,1001256,LL,다이나믹,108,52,110,54
2020_1,1001255,LL,다이나믹,110,43,110,54
2020_1,1001254,LL,다이나믹,94,49,110,54
2020_1,1001253,HH,정체,124,68,110,54
2020_1,1001252,HH,정체,118,56,110,54
2020_1,1001251,LL,다이나믹,95,52,110,54
2020_1,1001250,HL,상권축소,112,47,110,54
2020_1,1001249,HH,정체,140,63,110,54
2020_1,1001248,LL,다이나믹,107,48,110,54
2020_1,1001247,LH,상권확장,102,56,110,54
2020_1,1001246,HL,상권축소,116,51,110,54
2020_1,1001245,LL,다이나믹,104,49,110,54
2020_1,1001244,LL,다이나믹,93,50,110,54
2020_1,1001243,LL,다이나믹,101,49,110,54
2020_1,1001242,LH,상권확장,100,55,110,54
2020_1,1001241,LL,다이나믹,109,49,110,54
2020_1,1001240,LL,다이나믹,93,53,110,54
2020_1,1001239,LL,다이나믹,60,36,110,54
2020_1,1001238,HH,정체,170,64,110,54
2020_1,1001237,HH,정체,113,57,110,54
2020_1,1001236,LH,상권확장,107,59,110,54
2020_1,1001235,HH,정체,123,62,110,54
2020_1,1001234,LH,상권확장,108,61,110,54
2020_1,1001233,HH,정체,142,67,110,54
2020_1,1001232,HH,정체,120,60,110,54
2020_1,1001231,HL,상권축소,130,50,110,54
2020_1,1001230,HH,정체,150,70,110,54
2020_1,1001229,HH,정체,151,71,110,54
2020_1,1001228,HH,정체,138,60,110,54
2020_1,1001227,HH,정체,126,61,110,54
2020_1,1001226,HH,정체,129,62,110,54
2020_1,1001225,HL,상권축소,121,40,110,54
2020_1,1001224,LL,다이나믹,103,49,110,54
2020_1,1001223,HH,정체,132,60,110,54
2020_1,1001222,HL,상권축소,125,52,110,54
2020_1,1001221,LL,다이나믹,99,47,110,54
2020_1,1001220,HH,정체,111,60,110,54
2020_1,1001219,HH,정체,133,61,110,54
2020_1,1001218,HH,정체,140,73,110,54
2020_1,1001217,HH,정체,146,71,110,54
2020_1,1001216,HH,정체,141,59,110,54
2020_1,1001215,HH,정체,140,72,110,54
2020_1,1001214,HH,정체,149,56,110,54
2020_1,1001213,HH,정체,115,58,110,54
2020_1,1001212,HH,정체,122,60,110,54
2020_1,1001211,HL,상권축소,143,49,110,54
2020_1,1001210,HH,정체,151,66,110,54
2020_1,1001209,HH,정체,135,67,110,54
2020_1,1001208,HH,정체,150,73,110,54
2020_1,1001207,HH,정체,113,63,110,54
2020_1,1001206,HH,정체,129,61,110,54
2020_1,1001205,HH,정체,169,81,110,54
2020_1,1001204,HH,정체,162,63,110,54
2020_1,1001203,HH,정체,152,55,110,54
2020_1,1001202,HH,정체,128,70,110,54
2020_1,1001201,HH,정체,119,57,110,54
2020_1,1001200,HH,정체,150,65,110,54
2020_1,1001199,HH,정체,165,60,110,54
2020_1,1001198,HH,정체,118,56,110,54
2020_1,1001197,HH,정체,140,60,110,54
2020_1,1001196,HH,정체,144,74,110,54
2020_1,1001195,LH,상권확장,109,56,110,54
2020_1,1001194,LL,다이나믹,77,47,110,54
2020_1,1001193,HL,상권축소,116,51,110,54
2020_1,1001192,HH,정체,121,62,110,54
2020_1,1001191,LH,상권확장,110,67,110,54
2020_1,1001190,HH,정체,140,59,110,54
2020_1,1001189,HL,상권축소,129,52,110,54
2020_1,1001188,HH,정체,127,69,110,54
2020_1,1001187,LH,상권확장,86,56,110,54
2020_1,1001186,HL,상권축소,111,48,110,54
2020_1,1001185,HL,상권축소,116,53,110,54
2020_1,1001184,LL,다이나믹,87,50,110,54
2020_1,1001183,LL,다이나믹,94,53,110,54
2020_1,1001182,LL,다이나믹,78,46,110,54
2020_1,1001181,LH,상권확장,103,55,110,54
2020_1,1001180,HH,정체,126,56,110,54
2020_1,1001179,LL,다이나믹,95,47,110,54
2020_1,1001178,LL,다이나믹,97,48,110,54
2020_1,1001177,HH,정체,115,54,110,54
2020_1,1001176,HH,정체,125,62,110,54
2020_1,1001175,HH,정체,112,56,110,54
2020_1,1001174,LL,다이나믹,107,51,110,54
2020_1,1001173,HL,상권축소,119,51,110,54
2020_1,1001172,LL,다이나믹,100,52,110,54
2020_1,1001171,HH,정체,146,68,110,54
2020_1,1001170,LL,다이나믹,108,52,110,54
2020_1,1001169,LH,상권확장,107,57,110,54
2020_1,1001168,HH,정체,123,59,110,54
2020_1,1001167,LL,다이나믹,99,43,110,54
2020_1,1001166,LL,다이나믹,110,51,110,54
2020_1,1001165,LL,다이나믹,81,52,110,54
2020_1,1001164,HH,정체,114,54,110,54
2020_1,1001163,LL,다이나믹,105,51,110,54
2020_1,1001162,LH,상권확장,87,54,110,54
2020_1,1001161,LL,다이나믹,68,41,110,54
2020_1,1001160,HL,상권축소,118,52,110,54
2020_1,1001159,HH,정체,119,55,110,54
2020_1,1001158,LL,다이나믹,101,52,110,54
2020_1,1001157,HL,상권축소,113,49,110,54
2020_1,1001156,LL,다이나믹,107,47,110,54
2020_1,1001155,HH,정체,137,54,110,54
2020_1,1001154,HL,상권축소,135,53,110,54
2020_1,1001153,LL,다이나믹,107,51,110,54
2020_1,1001152,HH,정체,133,57,110,54
2020_1,1001151,HH,정체,141,55,110,54
2020_1,1001150,HH,정체,133,62,110,54
2020_1,1001149,HH,정체,128,57,110,54
2020_1,1001148,LL,다이나믹,108,51,110,54
2020_1,1001147,HH,정체,140,54,110,54
2020_1,1001146,LH,상권확장,71,59,110,54
2020_1,1001145,HH,정체,132,62,110,54
2020_1,1001144,HL,상권축소,118,51,110,54
2020_1,1001143,LH,상권확장,103,57,110,54
2020_1,1001142,HH,정체,125,66,110,54
2020_1,1001141,LL,다이나믹,101,47,110,54
2020_1,1001140,LL,다이나믹,103,52,110,54
2020_1,1001139,LL,다이나믹,105,50,110,54
2020_1,1001138,LL,다이나믹,102,48,110,54
2020_1,1001137,HL,상권축소,117,52,110,54
2020_1,1001136,LL,다이나믹,68,52,110,54
2020_1,1001135,LL,다이나믹,98,49,110,54
2020_1,1001134,HH,정체,112,57,110,54
2020_1,1001133,LL,다이나믹,103,50,110,54
2020_1,1001132,HL,상권축소,134,53,110,54
2020_1,1001131,LH,상권확장,102,54,110,54
2020_1,1001130,HL,상권축소,112,49,110,54
2020_1,1001129,HH,정체,114,55,110,54
2020_1,1001128,LL,다이나믹,101,48,110,54
2020_1,1001127,HL,상권축소,118,50,110,54
2020_1,1001126,HH,정체,111,61,110,54
2020_1,1001125,LL,다이나믹,85,47,110,54
2020_1,1001124,HH,정체,153,59,110,54
2020_1,1001123,HL,상권축소,110,49,110,54
2020_1,1001122,HL,상권축소,123,53,110,54
2020_1,1001121,HH,정체,132,54,110,54
2020_1,1001120,HL,상권축소,115,46,110,54
2020_1,1001119,HH,정체,118,60,110,54
2020_1,1001118,LL,다이나믹,89,38,110,54
2020_1,1001117,LL,다이나믹,104,49,110,54
2020_1,1001116,HH,정체,136,55,110,54
2020_1,1001115,LL,다이나믹,104,48,110,54
2020_1,1001114,LL,다이나믹,106,49,110,54
2020_1,1001113,HH,정체,122,77,110,54
2020_1,1001112,LL,다이나믹,102,48,110,54
2020_1,1001111,LL,다이나믹,102,50,110,54
2020_1,1001110,LH,상권확장,100,54,110,54
2020_1,1001109,LL,다이나믹,107,49,110,54
2020_1,1001108,HL,상권축소,125,51,110,54
2020_1,1001107,LL,다이나믹,94,47,110,54
2020_1,1001106,HL,상권축소,112,49,110,54
2020_1,1001105,LL,다이나믹,98,52,110,54
2020_1,1001104,HH,정체,112,59,110,54
2020_1,1001103,HH,정체,118,61,110,54
2020_1,1001102,HH,정체,131,59,110,54
2020_1,1001101,LL,다이나믹,97,48,110,54
2020_1,1001100,LL,다이나믹,100,52,110,54
2020_1,1001099,LL,다이나믹,110,53,110,54
2020_1,1001098,LL,다이나믹,96,49,110,54
2020_1,1001097,HH,정체,117,68,110,54
2020_1,1001096,LL,다이나믹,81,44,110,54
2020_1,1001095,LL,다이나믹,96,46,110,54
2020_1,1001094,LL,다이나믹,86,44,110,54
2020_1,1001093,LL,다이나믹,107,49,110,54
2020_1,1001092,LL,다이나믹,105,45,110,54
2020_1,1001091,HH,정체,118,60,110,54
2020_1,1001090,LL,다이나믹,87,45,110,54
2020_1,1001089,HL,상권축소,118,49,110,54
2020_1,1001088,LL,다이나믹,88,48,110,54
2020_1,1001087,LL,다이나믹,102,44,110,54
2020_1,1001086,HH,정체,142,74,110,54
2020_1,1001085,LL,다이나믹,96,48,110,54
2020_1,1001084,LL,다이나믹,102,50,110,54
2020_1,1001083,HL,상권축소,115,49,110,54
2020_1,1001082,LL,다이나믹,93,47,110,54
2020_1,1001081,LL,다이나믹,97,46,110,54
2020_1,1001080,HL,상권축소,126,47,110,54
2020_1,1001079,HH,정체,172,59,110,54
2020_1,1001078,LL,다이나믹,105,47,110,54
2020_1,1001077,LL,다이나믹,93,43,110,54
2020_1,1001076,LH,상권확장,99,58,110,54
2020_1,1001075,LH,상권확장,107,55,110,54
2020_1,1001074,LL,다이나믹,102,46,110,54
2020_1,1001073,LL,다이나믹,101,46,110,54
2020_1,1001072,LL,다이나믹,104,51,110,54
2020_1,1001071,LL,다이나믹,90,50,110,54
2020_1,1001070,LL,다이나믹,96,45,110,54
2020_1,1001069,LL,다이나믹,87,50,110,54
2020_1,1001068,LL,다이나믹,98,49,110,54
2020_1,1001067,HH,정체,118,59,110,54
2020_1,1001066,LL,다이나믹,89,46,110,54
2020_1,1001065,HL,상권축소,115,53,110,54
2020_1,1001064,LL,다이나믹,91,48,110,54
2020_1,1001063,HH,정체,125,64,110,54
2020_1,1001062,LL,다이나믹,94,48,110,54
2020_1,1001061,HL,상권축소,128,46,110,54
2020_1,1001060,HH,정체,211,260,110,54
2020_1,1001059,HH,정체,140,59,110,54
2020_1,1001058,LL,다이나믹,107,48,110,54
2020_1,1001057,LH,상권확장,100,55,110,54
2020_1,1001056,HL,상권축소,116,48,110,54
2020_1,1001055,HH,정체,128,64,110,54
2020_1,1001054,HH,정체,111,55,110,54
2020_1,1001053,LL,다이나믹,99,47,110,54
2020_1,1001052,LL,다이나믹,103,47,110,54
2020_1,1001051,LH,상권확장,104,55,110,54
2020_1,1001050,LL,다이나믹,103,52,110,54
2020_1,1001049,HH,정체,138,55,110,54
2020_1,1001048,LL,다이나믹,98,49,110,54
2020_1,1001047,LL,다이나믹,106,46,110,54
2020_1,1001046,LL,다이나믹,108,44,110,54
2020_1,1001045,LL,다이나믹,104,52,110,54
2020_1,1001044,HL,상권축소,113,49,110,54
2020_1,1001043,HH,정체,118,56,110,54
2020_1,1001042,LH,상권확장,107,54,110,54
2020_1,1001041,HH,정체,116,56,110,54
2020_1,1001040,HH,정체,115,59,110,54
2020_1,1001039,HH,정체,121,55,110,54
2020_1,1001038,LL,다이나믹,86,47,110,54
2020_1,1001037,LH,상권확장,108,54,110,54
2020_1,1001036,LL,다이나믹,89,44,110,54
2020_1,1001035,HL,상권축소,120,47,110,54
2020_1,1001034,HH,정체,118,54,110,54
2020_1,1001033,HH,정체,148,58,110,54
2020_1,1001032,LL,다이나믹,96,48,110,54
2020_1,1001031,LH,상권확장,108,59,110,54
2020_1,1001030,HH,정체,111,55,110,54
2020_1,1001029,HH,정체,146,54,110,54
2020_1,1001028,HH,정체,115,61,110,54
2020_1,1001027,LL,다이나믹,89,47,110,54
2020_1,1001026,HL,상권축소,124,49,110,54
2020_1,1001025,LL,다이나믹,99,49,110,54
2020_1,1001024,LH,상권확장,98,55,110,54
2020_1,1001023,LL,다이나믹,87,50,110,54
2020_1,1001022,LL,다이나믹,105,52,110,54
2020_1,1001021,LL,다이나믹,88,46,110,54
2020_1,1001020,LL,다이나믹,71,41,110,54
2020_1,1001019,HH,정체,122,56,110,54
2020_1,1001018,HL,상권축소,117,43,110,54
2020_1,1001017,LH,상권확장,108,55,110,54
2020_1,1001016,HL,상권축소,111,50,110,54
2020_1,1001015,LL,다이나믹,86,47,110,54
2020_1,1001014,HH,정체,213,85,110,54
2020_1,1001013,HL,상권축소,121,51,110,54
2020_1,1001012,LL,다이나믹,81,46,110,54
2020_1,1001011,HH,정체,113,57,110,54
2020_1,1001010,LL,다이나믹,100,45,110,54
2020_1,1001009,HL,상권축소,123,51,110,54
2020_1,1001008,LL,다이나믹,103,51,110,54
2020_1,1001007,LH,상권확장,105,55,110,54
2020_1,1001006,LH,상권확장,91,54,110,54
2020_1,1001005,HL,상권축소,120,48,110,54
2020_1,1001004,LL,다이나믹,101,45,110,54
2020_1,1001003,LL,다이나믹,88,44,110,54
2020_1,1001002,LL,다이나믹,97,45,110,54
2020_1,1001001,LL,다이나믹,96,52,110,54
2020_1,1001000,LL,다이나믹,106,45,110,54
2020_1,1000999,LL,다이나믹,93,50,110,54
2020_1,1000998,LL,다이나믹,102,47,110,54
2020_1,1000997,HH,정체,121,54,110,54
2020_1,1000996,HL,상권축소,145,53,110,54
2020_1,1000995,HH,정체,113,57,110,54
2020_1,1000994,LL,다이나믹,97,48,110,54
2020_1,1000993,LL,다이나믹,108,53,110,54
2020_1,1000992,HL,상권축소,116,52,110,54
2020_1,1000991,HL,상권축소,116,47,110,54
2020_1,1000990,LL,다이나믹,105,46,110,54
2020_1,1000989,LL,다이나믹,106,50,110,54
2020_1,1000988,LL,다이나믹,87,45,110,54
2020_1,1000987,LL,다이나믹,81,44,110,54
2020_1,1000986,LL,다이나믹,100,43,110,54
2020_1,1000985,LL,다이나믹,98,47,110,54
2020_1,1000984,HL,상권축소,112,51,110,54
2020_1,1000983,LL,다이나믹,107,49,110,54
2020_1,1000982,LL,다이나믹,103,53,110,54
2020_1,1000981,HL,상권축소,112,53,110,54
2020_1,1000980,LL,다이나믹,95,48,110,54
2020_1,1000979,LL,다이나믹,99,50,110,54
2020_1,1000978,LL,다이나믹,102,46,110,54
2020_1,1000977,LL,다이나믹,108,50,110,54
2020_1,1000976,LL,다이나믹,98,53,110,54
2020_1,1000975,HH,정체,125,55,110,54
2020_1,1000974,LL,다이나믹,103,48,110,54
2020_1,1000973,HH,정체,128,55,110,54
2020_1,1000972,LL,다이나믹,94,45,110,54
2020_1,1000971,LL,다이나믹,103,51,110,54
2020_1,1000970,LL,다이나믹,85,47,110,54
2020_1,1000969,HH,정체,125,61,110,54
2020_1,1000968,LL,다이나믹,99,52,110,54
2020_1,1000967,LL,다이나믹,105,48,110,54
2020_1,1000966,HL,상권축소,129,52,110,54
2020_1,1000965,LL,다이나믹,105,51,110,54
2020_1,1000964,LL,다이나믹,104,44,110,54
2020_1,1000963,LL,다이나믹,105,50,110,54
2020_1,1000962,LL,다이나믹,102,52,110,54
2020_1,1000961,LL,다이나믹,92,51,110,54
2020_1,1000960,HL,상권축소,114,49,110,54
2020_1,1000959,LL,다이나믹,101,47,110,54
2020_1,1000958,LL,다이나믹,86,45,110,54
2020_1,1000957,LL,다이나믹,109,49,110,54
2020_1,1000956,LL,다이나믹,97,51,110,54
2020_1,1000955,LL,다이나믹,104,48,110,54
2020_1,1000954,LL,다이나믹,106,47,110,54
2020_1,1000953,LL,다이나믹,105,52,110,54
2020_1,1000952,LL,다이나믹,107,49,110,54
2020_1,1000951,LL,다이나믹,88,47,110,54
2020_1,1000950,LL,다이나믹,90,48,110,54
2020_1,1000949,LL,다이나믹,99,49,110,54
2020_1,1000948,LL,다이나믹,107,52,110,54
2020_1,1000947,LL,다이나믹,79,44,110,54
2020_1,1000946,LL,다이나믹,108,53,110,54
2020_1,1000945,LL,다이나믹,109,49,110,54
2020_1,1000944,LL,다이나믹,103,49,110,54
2020_1,1000943,LL,다이나믹,90,41,110,54
2020_1,1000942,HL,상권축소,120,53,110,54
2020_1,1000941,LL,다이나믹,103,52,110,54
2020_1,1000940,HH,정체,112,57,110,54
2020_1,1000939,HH,정체,111,58,110,54
2020_1,1000938,LL,다이나믹,89,48,110,54
2020_1,1000937,LL,다이나믹,106,50,110,54
2020_1,1000936,LL,다이나믹,88,51,110,54
2020_1,1000935,LL,다이나믹,85,50,110,54
2020_1,1000934,LL,다이나믹,101,52,110,54
2020_1,1000933,HH,정체,112,54,110,54
2020_1,1000932,LL,다이나믹,100,52,110,54
2020_1,1000931,HH,정체,116,58,110,54
